drug,gene,disease,label
46157,100705,326636,3
6255,480469,10483324,9
398366,863659,156773,9
2118228,121262,35951,5
2752740,2932674,47361,9
2491301,205314,460945,9
11385115,3687386,580981,9
7998394,566864,1555,9
1182569,124284,58096,9
3618300,3509311,10486068,9
546759,4033464,3651,9
2905716,5648646,8518,8
409194,46884,661696,9
78223,447032,180889,4
10473577,778122,72167,9
173,3059631,10486324,0
39387,41289,33290,5
2000539,4123599,73939,3
181348,17835,10484838,2
4012,177226,1878136,4
3918089,3286861,2499,2
764079,2815226,19644,9
23354,748004,10483319,9
85546,18879,24258,4
4603528,474599,180889,4
836134,139786,8518,9
965019,8733,61912,5
5655,5,201474,9
455380,4227569,454156,9
3122139,4397238,25934,9
63441,3039688,46191,9
7395,465844,73939,9
626714,1813,141919,9
7137046,2524812,2707,5
3984055,4033464,9135,8
3301753,1675061,204092,1
8038,191475,326636,9
103347,436457,174128,4
440361,2421185,66759,9
791384,3486065,6124,9
5050365,2339441,66759,9
1088692,143795,2707,6
309,2687477,72167,1
206941,482112,30279,9
163783,569755,10474148,7
473882,499165,73939,5
10442310,290279,10473894,9
214019,17012,45805,8
436179,298266,16563,9
451608,18879,24258,4
3823685,1630,9135,4
1165692,1317711,6124,6
12953,1905634,7607,9
2846546,409455,10484810,9
184752,11002,10474055,9
4113781,4734278,10485867,2
34887,5083709,6985,6
12704,1228723,10426,2
252800,3655389,10483405,9
87016,1409,45805,8
28271,7169811,2910772,9
5530564,460234,6985,5
7449188,17539,2707,4
43921,1930759,38265,9
439966,2525611,3108,5
408891,4445,64589,9
687246,243019,10484116,9
765940,1343759,884,2
6582568,2849,6160,3
266223,2870919,9135,1
117697,184582,3593030,9
1997157,243019,10483705,9
764079,2652375,9135,3
590107,18879,24258,4
252800,555630,10486247,9
1165599,518268,6985,8
214019,121092,10486105,2
4139430,3002488,2147,9
18728,2475993,3651,9
2631558,1942636,174128,6
289826,2630430,10474093,7
602,10455883,10635,9
105887,2479369,3345161,9
2752740,2481741,45739,1
5232711,507414,615690,7
105887,3920048,45739,3
104890,455966,25453,7
989,290,1878136,5
10473472,459990,10483946,9
10473365,433853,9135,9
289826,121729,12061,7
12756,408897,6124,1
675836,4891,52865,7
60906,1952465,10473864,2
100,1669298,3100082,9
239275,2455656,6124,5
5005844,1874347,7001132,9
92,518335,60149,9
2475262,778122,72167,9
1049080,9709,63423,8
117697,480335,326636,6
3984055,18022,10635,3
442951,3032040,10486097,9
450635,487370,4697,7
765940,1840850,61912,9
10473044,24050,24258,9
8685834,577908,2714,9
63784,611333,3651,8
3424069,454005,31314,9
5583024,459565,73939,4
205294,45988,5521,2
474464,533407,8026,7
1006700,3189952,10484847,9
201045,2716662,624766,9
148322,36318,35951,5
5898,36770,57497,7
981169,4135844,2418,9
2122,541290,10485533,2
4979718,436995,735144,2
78223,484984,1878136,8
1165692,62748,63423,8
171132,104402,214628,0
206941,5228,12783,3
289826,1905050,6996060,9
5898,3191476,72167,6
97023,458580,60149,4
67636,432822,83220,9
43626,2603385,12783,9
140463,105097,10483324,9
67636,4327506,326636,1
443663,1870495,2707,8
694122,261,60149,4
35999,555910,180889,6
1842618,311,1299329,0
28270,8410,35951,5
887712,144282,61912,5
110290,2321332,61912,9
7531273,4279,10485063,0
4320646,535647,45739,9
21909,3830013,35860,9
22025,5640,35951,9
70493,22743,66759,9
819669,2224752,10486170,9
264422,4458873,58096,9
137245,457692,6124,9
3918089,2738307,57071,2
1977989,5083709,9135,6
474464,7746615,174128,6
3539975,1958358,174128,9
82974,559828,45805,5
1165692,535888,7359585,9
562138,24050,10635,5
483806,18324,9090,9
1984018,409272,38895,9
454166,3392595,60362,9
39386,7432343,45805,9
626714,436912,41739,2
764079,512367,1321364,9
46459,246001,2707,7
34887,4560,60149,6
363100,8092,60149,8
764906,528353,278413,0
189567,619526,66759,4
67636,3418104,6221317,7
82369,93567,2494,0
240927,23384,10484605,2
753681,1034430,24258,0
229374,2343164,1555,8
3984055,2697198,38265,6
454166,3343903,326636,8
703002,4654868,33290,9
82974,559828,6124,5
117697,3369017,8384,7
106734,1955712,89319,9
3133859,4652393,12783,1
222327,76602,7322897,2
28588,2339441,2707,9
6661,24880,3108,9
117697,1951112,60149,2
266223,19277,2592816,7
152679,177683,45739,9
283198,319433,10483794,7
556520,2523821,9449694,9
166935,8417165,61912,8
52692,201050,10473866,0
2234618,2036280,3651,3
250010,637882,14373,0
71048,367840,170167,2
10472655,2136165,204092,9
3918089,1324204,2781669,9
4113781,682556,10486321,9
836134,2033253,58096,9
474464,2340048,10486197,9
100,5365266,52166,4
6964210,2303896,60149,9
46459,435699,58096,9
196926,447032,180889,4
4755002,9709,63423,8
10473467,8954,1878136,5
5093752,3599565,6985,1
127932,3600414,16563,9
266223,530176,21619,9
117697,114711,1878136,1
4755002,2523821,9181328,9
78223,191475,326636,3
100388,485214,485992,2
3396256,26223,2499,9
969025,3069009,73939,9
533363,478148,26922,9
11510,189699,439156,0
208125,4033464,61912,9
214019,2216112,174128,1
1011697,7525439,36724,9
1222714,104403,60149,4
1011733,5326887,114844,9
179443,4065376,180889,1
188336,2981,9135,4
5655,1622167,2237,9
3014782,511331,3651,9
12405,477743,24258,4
2467,539280,58096,4
274214,372166,48937,0
3887817,721914,45805,9
23159,2625801,63423,9
5012919,47489,204092,1
60906,3920124,1018426,9
469681,543743,114991,9
5764372,625348,1859153,9
2800929,4020957,24258,9
4757348,1901561,9138293,9
10177,16297,10635,3
209667,26196,8026,7
650345,493935,6417,2
249334,4397238,73939,9
8061996,485634,63811,9
34887,547552,16676,1
161247,63459,66759,9
1006700,8178,1555,5
5915218,511376,58096,5
675836,4891,67505,9
85546,757563,12783,3
45410,78446,60149,4
11599229,1982289,2501,2
15790,344877,6721,9
5499053,776599,72167,3
410158,487111,2707,5
10473288,2764233,9135,9
4977163,797517,10484538,9
3984055,380613,3368465,7
104890,2421185,10486208,9
1165692,50352,3687283,7
443663,2908228,5273849,9
284046,2364211,72167,1
3185942,3499381,61912,9
441022,2432691,66759,3
7400323,243019,3651,5
27960,1963468,7322897,2
81438,2299390,10483441,2
603113,474823,1878136,2
22042,270261,10486114,0
10472607,721914,66759,9
67636,2432836,16563,9
2598,24050,10486218,9
10568747,10490,50882,9
308700,441500,72167,3
289826,10458741,12783,1
110290,39828,8518,9
50969,69948,10486199,9
1888,377895,69974,9
922273,2083346,1878136,8
50969,179962,10886,9
1165692,486584,3651,9
764079,2815226,2499,8
7717,5083709,10485865,9
86341,4206,58096,9
13227,4049780,550334,2
3984055,414662,204092,9
57,129288,1555,9
126955,2203325,1555,8
7522,199510,9499,9
474082,51963,31753,9
3193,26690,17735,0
454166,1119757,8518,9
6279245,3526129,10483922,9
4755002,490817,2499,9
398366,242005,8310732,9
165568,3582269,23599,2
320982,543743,87978,9
7002219,533597,12783,9
397668,13061,326636,5
578961,1510,3772,0
1165599,2194524,8358638,9
2261363,2512852,155392,2
105887,579151,6985,1
264422,2637620,45739,3
363100,727357,29830,9
264422,4086555,35951,6
1824563,3501,46191,9
1165692,2331313,66759,8
10473462,17217,35951,9
10472690,2503731,10473977,9
22724,4227569,3619,9
241214,4562538,204092,9
41152,507414,20536,9
6643829,215,60149,9
13721,2475193,33290,3
1562636,1840570,10635,9
1174559,13982,326636,4
163783,409777,45739,9
229374,2169039,10486260,9
436553,5083709,220480,9
626714,983970,180889,1
10473486,795488,16676,5
4320646,4516862,326636,9
50969,113032,76487,9
433237,9949,469814,9
707885,1023274,11625,9
772971,90537,10484197,0
453,2295,10485108,0
365317,4379,56801,9
47213,50075,8481552,9
1835042,3379,12783,9
1011697,46049,66759,6
450635,3893763,10483639,9
410533,1874,35951,4
1941820,1835754,2857472,9
922273,2074523,66759,1
522897,4666556,38204,9
10473198,2470444,8518,9
4150,534419,36608,9
10473704,2999757,1878136,9
52685,2661830,6124,3
82369,3341,35951,5
10473298,433080,597642,9
179443,550606,37090,9
84494,129288,9135,9
4415144,1885800,61912,5
311508,790711,21127,9
21038,3992,10486159,9
28941,175024,180889,9
556520,2203325,1555,8
78223,436374,10089557,9
105887,8197283,180889,8
2655211,2963152,213707,9
166918,1119757,1422676,9
283198,52589,58096,8
270030,488365,1267026,9
10566734,408579,2707,2
50969,1772,91245,9
21038,3421817,2707,9
59114,2932905,990,7
1929659,4968186,174128,9
363100,1738,348949,7
386815,3392422,10483463,9
23431,2013476,66759,1
50969,555630,6985,1
86034,1738,656322,2
141577,507416,73939,5
96570,3126339,110195,9
3744297,3672847,10486122,9
165568,52435,1210766,7
10472856,6768,64226,9
981169,2816770,3108,9
121610,3232447,1555,9
17252,17539,10484654,9
150411,243019,10474046,2
8685834,8910189,10474285,7
680370,48119,4697,3
27960,1958737,9175902,9
1635465,2723416,3368465,7
5655,2393898,204092,5
46459,3273244,10486282,9
5926513,1879,8518,1
1165692,85220,174128,1
46459,2130782,5055774,2
3523960,59949,750262,9
74929,1622167,45805,9
1637350,537550,45805,8
465513,2550942,223479,9
274409,7304869,2147,9
7034363,4911,12783,9
12043,3019352,6337,0
4113781,929750,884,6
565421,243019,52166,4
67636,4033464,61912,6
201045,1868757,16676,8
284046,2605350,52166,9
122884,4332137,102942,9
3014782,432944,10486191,9
3396256,57190,10473760,7
764079,5248484,101497,9
1276578,490469,10473919,9
5898,1834516,63423,3
454166,600849,9135,6
565412,590213,4697,8
1006700,452049,35951,9
474082,12580,60149,3
24003,543661,8518,9
506145,4438573,180889,9
4755002,3634815,45739,9
21361,3634815,45739,9
1907,10360,40528,0
556520,60006,3651,6
15000,6205510,9272,9
3990138,467262,2147,3
10473153,6798837,1878136,9
5379259,26747,10484300,9
2324503,852439,1878136,9
3133859,19606,9135,3
252800,1955712,202601,0
229374,2085618,45739,8
1034322,4166869,3733,9
266223,1023276,204092,3
478548,124284,58096,6
65683,2741291,326636,9
1637350,2000252,1555,3
59102,1925812,12783,8
409233,2662142,21127,8
1650473,521644,10635,5
2000539,520462,2707,3
922273,1893032,35951,3
10472613,2945758,884,9
626714,185757,66759,9
1574910,5235534,10099,7
3846007,67410,63423,9
597179,57485,326636,1
1440204,1912886,58096,9
474082,103662,73939,8
1034322,2538918,16572,7
2376580,409432,2615,9
1617,2494075,326636,4
3984055,158435,9135,8
170015,2652478,16563,9
8685834,8088043,72167,3
122641,30489,11654,2
1459011,662934,33290,1
50969,2700376,66759,1
4755002,7169811,8518,8
556520,2750569,52166,8
5640025,2235809,10483857,9
1574910,1844944,188948,9
5271791,3858,10473795,9
26090,2402482,61912,5
764079,2605350,2499,9
6279245,619526,21127,8
2846546,15066,10486043,2
1034322,3346904,19158,7
450635,2873430,6985,3
210301,44567,73939,9
196674,2534474,6824330,2
63784,3379,18550,8
3000693,2097818,64227,2
1466029,2589354,204092,9
2846546,1893032,35951,3
398366,2119710,12783,8
70163,144827,36245,9
10473682,658766,10485881,9
765940,126710,46514,7
440563,2717459,204092,9
115556,243019,12783,4
5902588,477743,24258,4
1155406,2829765,2691241,7
4862,3126325,10484111,9
34887,1836829,35951,6
3133859,5696530,35951,9
10473615,556810,978728,0
1468623,988,2317,9
289826,2824247,539983,7
5030913,3334860,24258,3
315402,1510,204092,9
3042746,439463,44712,0
680370,656068,326636,9
635895,2072699,63423,1
272608,3518844,45739,1
8617,2627962,61912,9
2809230,545889,10485964,2
5583024,752271,9135,4
264422,2321332,21375,9
3396256,131904,204092,6
609,69897,45805,5
2846546,5363607,63423,9
36467,2475193,33290,8
10572491,54182,3217348,9
2308366,14293,9090,9
3984055,6801941,426376,9
10472900,1956945,1878136,9
1155406,1916896,10485072,9
8617,7026638,9135,9
4139430,4380317,174128,9
29507,2379120,2476625,7
1858273,2013476,9135,3
454166,3281654,10483463,9
10473279,1895607,64627,2
34887,638124,10484214,9
5640025,463108,2434323,2
11599182,244055,294564,2
5640025,17217,35951,6
2846546,1195423,57675,7
13703,3501,6160,9
582102,114711,164216,0
4757348,349534,33290,5
1837410,93972,58096,1
398366,492562,52166,7
35497,641310,63423,9
1011697,1870495,2707,8
26090,2003496,884,5
63784,101574,10485778,7
556520,530691,2499,8
454166,2838,2707,9
46459,88137,10485664,9
78223,133621,10483533,0
711874,480064,10473844,0
10472963,7525439,12783,9
474082,383392,9135,8
409233,5523,10474032,9
10472827,2577937,2714,9
165568,446512,10483164,7
229374,1233912,58096,3
11599120,1848224,9209,9
266223,494271,10473864,2
65683,2370928,796920,9
1941820,1835956,10473796,7
4113781,7675875,1878136,8
110290,2754736,66759,6
10472583,21414,9135,4
303875,475536,58096,2
436375,24050,24258,9
5050365,765845,2499,3
648,22079,9135,9
9037,662319,6124,9
266223,5680459,174128,9
179443,3553,58096,6
587551,3151839,1555,9
68659,2852,10473872,9
5180,2739410,24258,9
465717,243019,52166,4
229374,2767034,21127,9
3396256,2036278,174128,6
2846546,11073,16676,7
17078,3615672,45739,9
2164,1836154,2419,7
432577,409432,95242,0
474464,457782,60149,8
52478,2940597,72167,3
104890,446030,12783,8
35999,3118314,58096,1
122969,453936,24520,0
60906,30798,3651,4
90142,3943372,24258,9
113997,226,163709,9
6140099,26223,6160,9
4685346,447339,2899,0
10473150,502786,12280,9
104890,433452,9135,1
13290,2997489,3651,8
807510,9088187,52166,9
3429658,2230226,10473754,9
6278389,172058,52865,9
214019,2720805,6985,6
228282,488365,12783,5
21038,34854,10473864,0
10473402,283934,6160,9
532595,25171,17141,9
10473288,15817,10473796,9
4415144,3615672,10486267,9
5915218,93188,8518,4
465499,559216,60149,5
474464,641310,63423,8
58522,1840078,296236,9
6956774,17539,24258,4
981169,4111897,11625,7
485412,279530,10635,5
7034363,2303896,60149,9
46459,51117,45805,9
2752740,475772,10635,1
252800,2963154,10635,1
10472613,3151839,1555,9
4354415,2981,884,9
1873457,2505734,278413,0
106403,3103219,2499,9
39002,3392595,33290,9
1165692,600488,10485368,9
48981,13286,10047898,9
10472711,2950149,12061,9
602,3665798,3651,4
6114,4373925,10474080,9
5526200,2577060,2714,9
58657,681079,10473862,0
85546,183591,55665,2
16662,27699,66759,5
11551,5650038,45151,9
214019,3401958,3772,7
264422,457541,40528,2
100,449198,60149,4
3133859,113809,3651,8
34887,2203325,1555,8
38486,8410,35951,5
220949,69897,2059149,9
21038,7730294,66759,9
303906,4000180,8518,1
474082,15875,10473819,7
4820960,564920,6124,9
1888,2638707,3733,0
2474213,2884751,9135,9
2631558,662934,68118,9
46597,290279,9135,6
13227,4791147,180889,3
2195420,583814,10473860,2
161798,17539,24258,4
6078,1337908,10473824,9
224298,101384,2707,3
492430,33038,326636,9
250007,88137,1878136,6
92,86,3547640,9
52685,479678,8518,5
2910584,19894,95197,0
1043901,3634815,35951,9
2000539,2721838,10474044,2
126753,3156587,45739,2
868173,59627,2876,2
8685834,3118315,48085,9
5944973,261,60149,9
229374,155269,52601,9
46459,731594,164838,9
6279245,1525768,1878136,6
10473381,22112,10484709,9
434177,2963151,129770,9
105887,2479369,10635,8
4239412,4301,1878136,1
200418,446656,2899,2
992679,22355,25212,9
125831,2003496,884,9
558875,441,31913,2
50432,205885,6124,9
10473258,18269,45739,5
6279245,2296978,6985,1
5866499,434621,9135,4
761546,1023,9135,9
117697,2483738,9135,3
474082,2617811,10483805,9
721477,32292,2707,9
73224,193767,45805,5
6315701,243019,45805,4
5715576,445654,58096,3
10472809,256746,33290,9
1896037,1930759,72167,9
3133859,3358081,24258,6
8685834,3143817,6985,3
10473126,2721809,58096,9
3984055,9155222,6985,9
3396256,121729,73939,8
127859,823920,47505,9
183696,188168,326636,8
34887,2584011,123778,9
6518420,589512,45739,9
441183,455864,10485150,9
363100,2393202,12783,1
12043,33038,326636,5
179442,477743,2403,0
46459,3864255,2707,9
3539808,2004878,204092,1
506526,5231936,9135,9
264422,2014051,115746,9
266223,2169039,3651,6
108135,520462,63423,9
3000693,1869685,2147,1
44055,2303896,60149,9
10472980,2449739,8518,9
110290,520462,10635,1
88786,2307199,2499,3
764079,4328,1803436,9
4262233,40300,66759,9
454166,446030,9293482,9
607588,2815226,2499,8
642921,779775,188457,9
454166,8705957,884,9
1276432,598966,3030288,9
51136,1864856,180889,4
24004,5511,12783,9
113997,2672710,60149,3
556520,7529,3368465,7
902516,38595,2707,6
17948,559174,10486206,9
26719,8899,10473886,7
252800,476956,72167,8
454166,17915,2237,7
474464,3895725,371868,7
246817,3820483,66759,9
68659,2517188,76333,9
887712,69649,1878136,4
2106004,1917756,143412,9
110290,468764,1220607,7
2846546,2674395,2759,9
10790,261,60149,4
8685834,2004878,204092,1
3396256,3673173,4730,7
626714,4804238,60149,6
1165692,4579604,32885,7
163783,11751,66759,3
740042,2834245,180889,9
469778,4346668,1555,1
403290,3634815,10486144,9
1165692,185757,531007,9
129530,75966,60149,4
6128880,5578773,10046,9
703442,4155256,63423,8
4150,3980274,204092,9
5640025,2366760,4697,6
145871,3280981,10486247,9
408494,832700,2558242,0
152679,472478,73939,4
5796400,446488,6985,1
2752740,55815,74839,9
398366,600849,9135,1
409979,2475993,9138293,9
7082708,243019,12783,4
678089,539269,371868,0
266223,1901550,8518,1
266223,3412498,10474156,9
10473708,2311413,73939,9
78223,10459706,326636,9
43377,3019297,180889,9
1155406,2342754,204092,8
110522,195439,10426,9
92,20147,3651,9
10473231,2620513,73939,9
148687,4033392,66759,9
454166,8963531,7371435,9
454166,10129,10484308,9
476160,4121917,6124,9
68659,1867709,61912,6
74127,36318,35951,5
740042,109672,7380,9
214019,771334,24258,8
59114,3836668,62088,2
283198,52435,10486149,7
3000693,2311413,10484355,9
58522,129700,35951,1
4944801,249507,4242,0
62156,709,326636,5
603113,78408,3651,8
46459,6927149,11625,2
309,1109835,10485533,0
2503,960750,1555,9
3363125,508746,73939,9
450635,3634815,60149,9
11272,542825,174128,9
922273,655606,4519,7
222406,4037290,50882,9
1554946,109672,10486321,9
5294,18269,884,0
46459,408827,10473967,9
50969,384849,73939,6
60906,1978831,6160,9
117697,7334963,177210,9
48981,446030,6124,8
4963895,2824880,10473830,9
4755002,2083204,884,8
20208,447611,11101,9
3483301,126755,3108,9
10472836,17539,2707,9
169162,746873,326636,6
8808,1015,12783,9
1872863,434096,10485031,9
5610979,243019,45805,4
454166,17915,10485112,9
650236,2553134,10485819,9
11599093,4471,60149,9
1057433,619526,21127,9
3216,833209,1878136,6
474082,1870101,127770,9
5050365,468266,38265,3
229374,58423,60149,8
25492,433233,71892,0
42119,4771,10486182,9
68773,1953239,884,6
179443,479678,8518,5
13703,1902580,9135,9
416910,11400,45805,4
5915218,16060,64198,9
46459,959160,58096,8
5915218,175980,10485885,9
24481,1895595,174128,4
5640025,3144249,884,8
11510,3124283,884,5
434257,438849,66759,4
5898,447635,2616,9
3874528,4083,9135,4
163783,4475007,1878136,2
280018,463603,1555,3
276135,472478,73939,4
1273850,2801103,72167,9
7395,37651,2521,9
252800,7050885,8518,9
397058,2198619,6475251,9
525473,26584,96745,0
7674617,5681,38193,9
1153881,487112,72167,9
52149,17823,884,9
83194,1601133,24258,3
579548,4560,32118,9
413,3921107,5548,0
5640025,2550,32885,7
10473645,139761,6985,4
3396256,2660151,61912,6
922273,3024537,45739,9
409713,453626,6872489,9
4577771,3281930,21127,9
5640025,1888127,3733,7
148687,45366,52166,1
1165692,5538,72167,6
456946,9115853,10473852,9
4613589,261,6978,0
74127,177576,10483181,7
163783,3080232,6985,1
228621,446488,294919,7
188854,337,31913,9
11599195,766199,85808,9
320982,3103219,2499,3
2261363,47915,1356130,9
10473030,28412,10473771,9
11599039,487391,60149,3
514089,2815226,505395,9
57,959,1878136,5
707075,243019,45805,4
556520,551274,10473837,7
1178512,5827,4371433,9
264422,3094173,45739,6
7954030,456295,10635,9
22944,17631,24386,9
40580,647587,73939,9
214019,501990,10473781,2
4820539,4381,10485729,9
262672,265670,16802,0
5835867,435584,39107,2
1165692,434808,10473822,2
474464,5650038,12061,9
1574910,2662142,21127,8
103347,437367,555385,2
11329,121262,12783,5
474464,518318,10485885,9
437962,3378824,72167,9
981169,17522,35951,8
10566732,149092,35860,9
1851668,163,1878136,2
3398744,916479,63423,9
981169,1622167,12783,9
126641,618876,8518,1
127859,3609083,45739,3
10473288,3020477,73939,9
2115902,243019,10483742,9
2846546,606960,9135,3
10410,437110,1555,1
8685834,506789,72528,9
5231842,3536787,2499,3
264422,1604,10473831,7
5065092,470491,52166,1
480663,50375,6687,0
189898,6555000,33290,9
228621,490469,52166,6
53591,68925,61912,9
764079,789389,63423,3
2843890,3286861,58096,1
10623200,539344,10635,9
117697,482803,13151,9
555729,446873,884,3
2257,238037,45805,9
450635,3836668,2499,1
530360,281519,16676,9
209667,432752,35951,5
24922,2826074,127384,0
7846272,436447,6985,9
11599207,2975893,441437,9
764079,1725273,180889,8
6210298,484783,10474093,2
2452471,3501,6160,9
450635,4778681,45739,6
5422533,1241946,8518,1
3133,1625627,2937,0
449784,18865,50262,9
10472842,487111,2707,9
10473448,439298,1878136,4
450635,572048,884,8
10473487,33038,326636,9
948178,13820,52166,1
474082,2810970,162476,9
101798,4911,12783,5
68659,147,73939,5
11599099,433176,12783,9
45424,2201414,2732817,9
17708,11002,52601,9
163783,2540699,58096,1
110290,1982309,52166,9
476968,343,10635,9
3756917,3070885,2703,9
87217,518318,136610,9
9550,1960466,174128,6
576524,354642,447713,9
5130531,114711,1555,5
2497567,87223,26897,7
1896037,2354806,10484497,9
384739,530691,73939,9
67636,2450110,22162,7
1320990,525010,508471,2
4150,577822,10483736,9
61522,261,10484116,9
764079,1143833,24258,9
50969,797517,45739,3
11551,2589354,2899,0
3041041,518429,60149,9
10473007,746873,326636,9
2467,160548,14703,0
10473681,80266,733740,9
474082,16885,2899,7
229374,42082,33290,6
161247,625348,3651,9
10473700,59174,10485337,9
626714,4812853,2714,9
1165599,641533,884,3
10473579,1881277,45805,3
165568,435699,73939,9
4382621,2178152,35183,9
489940,3508896,4697,9
216110,261,60149,9
2218513,52608,13764,9
110290,63443,273715,9
71048,4478839,8518,8
46597,290279,6124,6
68771,13777,432359,9
556520,1616224,10474032,9
10472960,21890,10484424,9
6411,120072,454156,2
113997,243019,52166,4
5636120,21414,8518,9
264422,1870101,127585,9
45424,4804238,1555,8
3133,19901,24258,4
4571542,22502,24695,9
3310582,133293,10635,9
165568,3384705,735144,7
629327,39021,10485204,9
176406,521644,10635,5
10472692,479904,10483957,9
5640025,1888131,16676,1
761546,1234563,2499,9
281265,1708175,72167,5
2497567,577908,9135,9
4708,69405,326636,9
5381274,925807,151644,9
2599,499,884,9
6197020,15398,204092,5
191325,5311221,884,6
10473441,482112,69999,9
5753223,498448,204092,9
3398545,2508673,2707,9
5640025,763,1878136,7
4113781,727357,3651,3
67636,4562538,10486096,9
10472730,10641,136466,9
474464,3209089,10473827,7
467117,150100,8268913,9
453866,467262,33290,3
13227,6081723,157457,9
409079,2593523,326636,9
506209,431769,66759,1
6427353,14293,66759,4
6279245,3428782,204092,9
450635,1172683,1902895,9
63784,1105764,64227,7
78223,2559009,10473866,2
4320646,2117879,10486258,9
38764,8854,34781,9
2484890,6786,3651,5
2846546,3433746,60149,6
7442,2584011,9135,9
22042,94565,884,0
4044211,3660,12783,5
46459,83381,52166,9
252800,2547962,3651,8
10472834,286842,10473832,9
6278389,434970,204092,9
6720212,1895509,58096,4
4977163,121092,10486166,2
804411,2963154,10635,9
117697,1195423,35951,8
67636,130011,174128,1
29785,449187,7380,0
81976,6556750,10484723,9
40615,507414,12087,0
229374,8895340,16563,2
42887,144282,61912,9
470080,70441,33290,8
2301,540682,45805,9
59102,3651494,884,8
3401525,6303418,1878136,2
252800,4137838,72167,1
50969,4356874,45805,6
209667,8346172,10635,9
46597,602877,6985,1
3396256,2606332,26897,7
34887,2945758,884,8
59114,7785152,488859,9
373,2445940,73939,3
5655,1773,33577,9
40617,4103172,174128,1
150027,814635,158277,9
511825,2271040,1555,9
867632,6107079,550334,9
556520,69127,54179,9
110290,15067,2707,1
165568,8846502,3651,8
3396256,456127,1356130,7
50969,3557701,45739,9
28886,3407810,79175,9
37624,386823,71555,0
3984055,3579963,6985,8
4320646,3402625,52166,1
46459,2560101,21127,9
2959500,261,10473899,9
93523,2521793,2434323,0
5583024,1833813,10473955,2
24991,13445,186202,2
474464,4197925,12783,8
7954030,453689,2558242,0
65683,449539,204092,5
105887,83381,45805,9
3396256,454439,10474093,7
214019,2746588,4697,9
2402313,3345212,101497,9
180450,4491061,9135,9
253180,2402482,45805,4
502233,39522,8026,9
9122,35636,10484538,9
106734,1943405,3651,9
202497,5578773,550334,9
3401525,6303418,8168526,9
4113781,3137011,66759,8
5077779,189175,12598,2
6279245,5897435,35951,1
10473552,9949,45739,9
148694,2253100,527242,9
49218,4027318,63423,9
200418,452836,3108,9
6655940,117365,3651,9
84494,3590212,9135,3
228621,1956771,990,7
8685834,2207472,10486146,7
765940,1909921,174128,9
960225,636297,10483552,9
48981,4471,60149,6
40896,261,60149,4
4342662,2081449,10635,1
1639948,477743,24258,4
571895,444628,45805,9
71048,2838,454156,9
6518420,2558210,204092,9
628540,17539,2707,9
10473480,1690,10474163,0
301509,597917,73939,3
8054231,2776,204092,9
1837410,93972,10484020,9
228621,618876,5670415,9
28647,477743,24258,9
7137046,2001047,10483658,9
187160,2527890,10486045,9
3122139,407869,33290,1
3396256,3557701,174128,9
398366,3418104,1878136,8
474464,594180,12061,7
1043901,230934,3651,5
152679,3019352,72926,0
46597,124284,66759,8
675836,1924290,204092,9
3984055,1968143,2499,3
4221,3517442,72167,9
110290,792699,127489,7
8685834,2487845,326636,1
49218,8346172,532635,9
7106577,149092,12061,2
5970558,87906,37391,2
10472682,3660486,73939,9
192031,424,4672,9
505124,3070885,326636,9
447034,370046,8518,3
765940,2393202,10484817,9
515463,227,9135,9
4113781,4780178,61912,6
8989,1891212,4242,2
511036,3027461,12783,9
4282361,477743,10486118,9
104890,455966,2105292,7
5986906,467262,10473776,9
10473194,173273,63423,9
441183,243019,368099,9
59114,436767,3353208,7
2377198,530176,10473840,9
1043901,222397,60149,4
16791,436457,38204,0
10473087,2861452,9135,9
82125,3136640,63423,9
1145517,469394,204092,9
493594,438849,10484911,9
4537140,1895595,204092,5
282937,61754,326636,9
75150,2470167,10483186,9
5356265,2738883,10483186,9
204401,2069420,1297504,9
283198,1330785,10474294,9
31507,4544,45805,4
1759,24050,81318,9
196674,19277,12783,8
474464,46711,33290,7
47384,1885550,2499,2
68659,384849,884,8
1155406,2231319,180889,6
4113781,1725273,63423,6
165568,2014067,112719,7
603113,531313,226186,9
18112,3343903,2707,9
1252216,770120,2707,9
1876465,432756,3783,9
148687,5897435,52166,1
189567,2377044,66759,5
214019,4064005,54672,9
10473487,7525439,12783,9
4030760,112184,45739,8
516679,5897435,10484171,9
8989,9242631,326636,8
4113781,447635,2714,7
247539,454376,43435,9
70985,408862,9298,9
85546,13777,35951,9
436553,2250987,6124,1
59791,458799,9135,5
1574910,3920048,174128,1
420393,114711,6985,9
2234618,1220968,52166,1
1155406,7073,53619,9
764079,6512893,45739,6
446166,1836219,10635,9
4113781,2266743,174128,8
8824,22731,63423,9
10473696,89096,66759,9
117697,5190222,3651,6
228621,392398,6160,8
2990268,4557,10485150,0
54904,766242,45739,9
357963,37178,77154,9
3881435,6626,35951,9
10472855,92832,45805,5
2189849,3856167,72167,1
8492674,121092,4506088,2
474464,1260638,2147,6
5050365,5083709,6985,6
4686256,1260638,2147,9
1994576,5231936,40528,9
6640,5510341,52166,9
5379259,26747,326636,3
92,1008234,1878136,9
127859,6331721,1878136,7
798974,436699,58096,1
765940,2932905,2434323,7
10473589,455208,3108,0
4755002,342,289274,9
1155406,5345,74068,9
10410,490208,10483215,7
71048,22743,542292,9
31205,511751,2707,9
59114,534347,6160,8
10473567,481426,2707,9
105887,1032880,58096,3
